gesture,ax,ay,az,gx,gy,gz
right,1.38,1.64,8.96,0.22,0.37,-0.21
right,1.76,1.23,9.58,0.13,0.31,-0.24
right,1.61,1.57,9.98,0.09,0.3,-0.27
right,1.86,1.21,10.27,0.19,0.37,-0.33
right,2.35,0.36,10.35,0.08,0.43,-0.21
right,2.47,0.44,10.14,-0.0,0.51,-0.09
right,2.21,0.61,9.58,0.01,0.46,-0.12
right,2.12,0.03,9.49,0.08,0.38,-0.2
right,2.33,0.71,10.75,-0.04,0.39,-0.26
right,0.92,1.12,8.25,-0.95,0.73,-0.35
right,1.03,0.39,8.29,-0.91,0.46,-0.47
right,1.56,-0.42,9.13,-0.68,0.19,-0.43
right,1.29,0.14,8.98,-0.42,0.2,-0.42
right,0.98,0.22,8.58,-0.1,0.17,-0.43
right,0.89,0.45,8.71,-0.0,0.04,-0.36
right,0.86,1.18,9.04,-0.09,-0.05,-0.39
right,0.84,0.88,8.46,0.09,-0.07,-0.52
right,1.32,0.76,8.9,0.15,-0.12,-0.54
right,1.65,-0.24,9.15,-0.16,-0.09,-0.55
right,1.31,0.06,8.73,-0.33,-0.09,-0.46
right,1.29,-0.25,8.66,-0.66,-0.06,-0.46
right,1.06,0.32,8.78,-1.08,-0.1,-0.46
right,1.31,0.19,9.16,-0.94,-0.27,-0.57
right,2.36,-1.15,10.31,-0.57,-0.37,-0.55
right,2.33,-0.95,10.75,-0.38,-0.27,-0.48
right,1.8,-0.67,10.13,-0.18,-0.17,-0.46
right,1.43,-0.36,9.38,-0.02,-0.2,-0.46
right,1.0,-0.03,8.51,-0.03,-0.36,-0.5
right,2.05,-1.2,9.5,-0.09,-0.52,-0.44
right,3.2,-1.67,11.4,-0.03,-0.35,-0.23
right,2.45,-0.83,10.31,0.12,-0.09,-0.01
right,1.53,0.32,9.27,0.31,-0.02,0.02
right,1.62,0.21,9.25,0.31,-0.09,0.04
right,1.64,0.5,9.83,0.17,-0.13,0.06
right,1.69,0.53,9.9,0.13,-0.12,0.08
right,1.91,0.58,9.96,0.22,-0.08,0.11
right,1.94,0.62,9.97,0.25,-0.01,0.15
right,2.06,1.04,9.89,0.3,0.05,0.14
right,1.87,1.01,9.74,0.32,0.13,0.07
right,1.82,0.94,9.79,0.31,0.18,0.03
right,1.79,0.87,9.87,0.21,0.24,-0.02
right,1.77,0.67,9.49,0.18,0.29,-0.05
right,1.88,0.43,9.19,0.19,0.31,-0.01
right,1.86,0.32,9.05,0.17,0.28,0.05
right,1.72,0.63,8.98,0.2,0.29,0.08
right,1.56,0.63,8.9,0.24,0.3,0.08
right,1.57,0.46,8.91,0.1,0.28,0.11
right,1.42,0.6,8.82,0.03,0.24,0.18
right,1.23,0.97,8.65,0.04,0.23,0.18
right,1.4,0.63,8.81,0.09,0.21,0.19
right,1.33,1.11,9.07,0.18,0.22,0.17
right,1.18,0.98,8.85,0.21,0.2,0.15
right,1.25,1.13,9.39,0.2,0.14,0.17
right,1.27,1.43,9.61,0.13,0.14,0.15
right,1.32,1.33,9.47,0.09,0.15,0.09
right,1.3,1.16,9.31,0.01,0.14,0.04
right,1.21,1.28,9.04,-0.01,0.09,0.01
right,1.37,0.92,9.31,-0.1,0.05,-0.01
right,1.26,1.28,9.83,-0.2,0.04,-0.04
right,1.45,0.79,9.85,-0.23,0.09,-0.12
right,1.72,0.28,9.93,-0.26,0.13,-0.1
right,1.79,0.06,9.87,-0.24,0.15,-0.03
right,1.63,0.41,9.82,-0.21,0.16,0.0
right,1.47,0.38,9.55,-0.14,0.12,-0.0
right,1.4,0.58,9.62,-0.07,0.08,0.01
right,1.54,0.31,9.59,0.0,0.06,-0.01
right,1.57,0.31,9.69,-0.05,0.04,0.04
right,1.39,0.47,9.29,-0.08,0.06,0.03
right,1.47,0.33,9.33,-0.08,0.02,0.09
right,1.39,0.64,9.33,-0.15,0.0,0.11
right,1.36,0.45,8.99,-0.15,-0.0,0.09
right,1.41,0.31,8.9,-0.07,-0.0,0.1
right,1.28,0.44,8.86,-0.04,-0.02,0.11
right,1.15,0.78,9.23,-0.01,-0.04,0.11
right,1.2,0.82,9.27,0.02,-0.0,0.06
right,1.2,0.75,9.39,-0.04,-0.02,0.08
right,1.28,1.01,9.65,-0.03,-0.01,0.08
right,1.26,0.83,9.45,-0.04,0.03,0.05
right,1.26,0.74,9.3,-0.03,0.02,0.03
right,1.3,0.84,9.25,-0.01,0.01,0.02
right,1.3,0.68,9.09,0.01,-0.02,0.0
right,1.51,0.44,9.22,0.04,-0.05,0.01
right,1.58,0.56,9.45,0.05,-0.02,0.02
right,1.51,0.57,9.33,-0.0,0.01,-0.01
right,1.43,0.57,9.19,-0.05,-0.01,-0.01
right,1.41,0.65,9.26,-0.04,-0.03,-0.01
right,1.51,0.5,9.42,-0.02,-0.05,-0.02
right,1.58,0.6,9.71,-0.05,-0.05,0.02
right,1.47,0.75,9.62,-0.07,-0.01,0.01
right,1.38,0.94,9.44,-0.03,0.01,-0.03
right,1.5,0.74,9.54,0.01,0.03,-0.05
right,1.48,0.58,9.46,-0.0,0.03,-0.05
right,1.5,0.57,9.51,-0.03,-0.02,-0.06
right,1.41,0.66,9.36,-0.06,-0.03,0.0
right,1.44,0.73,9.34,-0.03,-0.04,0.0
right,1.44,0.84,9.6,-0.04,-0.01,-0.01
right,1.5,0.52,9.38,-0.08,-0.01,-0.02
right,1.45,0.64,9.31,-0.08,-0.01,-0.0
right,1.45,0.49,9.18,-0.07,-0.02,0.01
right,1.53,0.76,9.28,-0.04,0.0,-0.01
right,1.48,0.42,9.33,-0.02,-0.02,-0.0
right,1.55,0.5,9.39,-0.03,-0.04,0.01
right,1.49,0.57,9.47,-0.05,-0.06,-0.01
right,1.69,0.39,9.54,-0.07,-0.05,0.0
right,1.64,0.45,9.51,-0.05,-0.02,0.01
right,1.53,0.4,9.36,-0.1,-0.02,0.0
right,1.42,0.65,9.32,-0.15,-0.03,0.0
right,1.52,0.52,9.41,-0.16,-0.04,0.01
right,1.64,0.51,9.61,-0.12,-0.04,0.03
right,1.58,0.69,9.46,-0.1,-0.04,0.03
right,1.67,0.7,9.57,-0.07,-0.03,0.0
right,1.78,0.46,9.52,-0.09,-0.01,-0.0
right,1.67,0.37,9.31,-0.09,0.0,0.01
right,1.62,0.4,9.18,-0.08,0.0,0.02
right,1.48,0.62,9.12,-0.1,-0.03,0.03
right,1.53,0.58,9.13,-0.13,-0.08,0.03
right,1.59,0.71,9.66,-0.13,-0.07,0.03
right,1.59,0.68,9.65,-0.07,0.02,-0.03
right,1.41,0.58,9.38,-0.04,0.03,-0.07
right,1.36,0.68,9.33,-0.07,0.0,-0.05
right,1.42,0.78,9.51,-0.09,-0.01,-0.05
right,1.46,0.66,9.58,-0.14,-0.03,-0.04
right,1.64,0.7,9.93,-0.19,-0.05,-0.02
right,1.66,0.69,9.93,-0.21,-0.02,-0.02
right,1.64,0.62,9.84,-0.22,-0.02,-0.01
right,1.72,0.55,9.97,-0.25,-0.02,-0.01
right,1.82,0.5,9.88,-0.36,0.02,-0.05
right,1.87,0.15,9.72,-0.38,0.03,-0.07
right,1.95,0.0,9.76,-0.37,0.06,-0.05
right,1.84,-0.01,9.59,-0.4,0.09,-0.04
right,1.72,-0.03,9.3,-0.44,0.12,-0.05
right,1.62,0.1,9.09,-0.44,0.09,0.02
right,1.68,-0.1,9.05,-0.52,0.04,-0.01
right,1.64,0.03,9.1,-0.58,-0.02,-0.0
right,1.64,-0.11,9.15,-0.59,-0.05,-0.0
right,1.73,-0.03,9.44,-0.61,-0.05,0.0
right,1.67,-0.08,9.47,-0.63,-0.06,0.03
right,1.7,-0.2,9.5,-0.71,-0.08,0.06
right,1.72,-0.23,9.51,-0.89,-0.15,0.1
right,1.62,-0.11,9.63,-1.27,-0.28,0.12
right,1.46,-0.1,9.69,-1.78,-0.46,0.13
right,1.59,-0.15,10.14,-1.99,-0.46,0.03
right,2.15,-1.71,9.9,-1.91,-0.24,-0.07
right,2.4,-2.27,10.01,-1.78,-0.08,-0.04
right,2.4,-2.35,9.9,-1.94,-0.03,0.05
right,1.86,-1.92,9.01,-2.45,-0.25,0.14
right,1.5,-1.63,8.71,-3.29,-0.65,0.16
right,1.73,-2.21,8.98,-4.1,-0.99,0.17
right,2.48,-3.3,9.64,-4.36,-0.97,0.14
right,2.62,-4.33,8.82,-3.98,-0.67,0.16
right,2.49,-4.64,8.2,-3.46,-0.42,0.2
right,1.93,-4.03,7.83,-3.47,-0.44,0.2
right,1.81,-4.49,7.58,-4.01,-0.66,0.2
right,1.98,-5.08,7.52,-4.65,-0.89,0.21
right,2.52,-6.41,7.25,-5.0,-0.94,0.27
right,2.45,-6.78,6.63,-4.82,-0.81,0.34
right,2.81,-7.34,6.21,-4.42,-0.6,0.32
right,3.09,-7.99,5.47,-4.05,-0.43,0.36
right,2.93,-7.77,5.1,-4.04,-0.4,0.42
right,2.58,-8.06,3.79,-4.14,-0.45,0.43
right,2.41,-8.35,3.05,-4.15,-0.51,0.43
right,2.61,-8.98,3.03,-3.93,-0.47,0.42
right,2.73,-9.1,3.09,-3.71,-0.39,0.45
right,2.62,-9.45,2.54,-3.28,-0.24,0.46
right,2.85,-9.93,2.45,-2.67,-0.06,0.49
right,2.5,-9.12,2.78,-2.3,0.08,0.54
right,1.75,-8.25,2.24,-2.2,0.11,0.47
right,1.69,-8.23,2.02,-2.27,0.01,0.4
right,1.8,-8.26,2.17,-2.43,-0.07,0.34
right,1.99,-8.87,1.66,-2.59,-0.13,0.33
right,1.97,-8.73,1.5,-2.68,-0.16,0.33
right,2.1,-9.18,1.09,-2.45,-0.05,0.26
right,2.55,-10.36,0.56,-1.95,0.14,0.22
right,2.66,-10.49,0.55,-1.45,0.31,0.27
right,2.28,-10.03,-0.04,-1.03,0.41,0.29
right,2.27,-9.83,-0.22,-0.78,0.39,0.27
right,2.29,-9.57,0.12,-0.7,0.35,0.24
right,2.03,-9.46,-0.17,-0.69,0.29,0.2
right,1.92,-9.46,-0.28,-0.65,0.2,0.15
right,1.74,-9.26,-0.47,-0.57,0.14,0.09
right,1.73,-9.62,-0.92,-0.36,0.1,0.02
right,1.91,-9.49,-0.74,-0.11,0.07,0.02
right,1.88,-9.12,-0.23,0.05,0.05,-0.01
right,2.11,-9.38,0.34,0.13,0.03,-0.0
right,2.12,-9.15,0.75,0.1,0.02,0.0
right,2.1,-9.13,0.69,0.05,0.03,-0.04
right,2.2,-9.5,0.56,0.07,0.06,-0.08
right,2.29,-9.85,0.51,0.12,0.08,-0.09
right,2.15,-9.85,0.42,0.12,0.08,-0.08
right,2.03,-9.55,0.61,-0.07,0.04,-0.09
right,2.08,-9.34,0.78,-0.33,-0.02,-0.11
right,2.25,-9.69,0.62,-0.48,-0.01,-0.12
right,2.34,-10.33,-0.05,-0.45,0.04,-0.1
right,2.35,-10.53,-0.52,-0.24,0.11,-0.05
right,2.09,-10.23,-0.86,-0.02,0.16,-0.02
right,1.98,-9.82,-0.85,0.09,0.15,-0.02
right,1.96,-9.65,-0.68,0.04,0.1,-0.04
right,1.96,-9.51,-0.51,-0.06,0.07,-0.07
right,2.03,-9.87,-0.39,-0.13,0.07,-0.1
right,2.11,-9.98,-0.39,-0.08,0.08,-0.11
right,2.12,-10.01,-0.39,-0.06,0.08,-0.09
right,2.2,-9.9,-0.22,-0.01,0.09,-0.08
right,2.36,-9.82,-0.05,-0.03,0.13,-0.07
right,2.3,-9.78,-0.45,-0.1,0.14,-0.06
right,2.4,-10.16,-0.8,-0.14,0.12,-0.05
right,2.36,-10.31,-0.89,-0.09,0.12,-0.01
right,2.16,-10.04,-1.1,-0.0,0.09,0.01
right,2.15,-9.7,-0.64,0.01,0.03,0.03
right,2.28,-9.65,-0.23,-0.04,0.01,0.02
right,2.27,-9.6,-0.05,-0.09,0.03,0.03
right,2.28,-9.8,-0.17,-0.08,0.06,0.01
right,2.16,-9.75,-0.49,-0.03,0.08,0.02
right,2.11,-9.8,-0.63,0.02,0.07,0.03
right,2.05,-9.53,-0.45,0.02,0.04,0.03
right,2.08,-9.63,-0.33,-0.02,0.03,0.01
right,2.03,-9.48,-0.4,-0.02,0.02,0.0
right,2.21,-9.68,-0.16,-0.01,0.03,-0.02
right,2.3,-9.9,-0.12,0.02,0.05,0.01
right,2.26,-9.96,-0.24,0.04,0.06,0.02
right,2.21,-9.77,-0.28,0.04,0.05,0.02
right,2.16,-9.7,-0.36,0.06,0.03,-0.0
right,2.43,-9.96,-0.12,0.13,0.03,-0.02
right,2.46,-10.14,-0.13,0.23,0.08,-0.02
right,2.4,-10.31,-0.19,0.35,0.1,0.0
right,2.43,-10.24,0.15,0.46,0.1,0.03
right,2.37,-10.27,0.29,0.65,0.15,0.04
right,2.26,-10.23,0.17,0.91,0.19,0.03
right,2.42,-10.26,0.57,1.13,0.24,0.01
right,2.32,-10.14,0.72,1.33,0.31,-0.01
right,2.39,-10.35,0.79,1.63,0.42,-0.05
right,2.13,-10.18,0.5,2.2,0.6,-0.12
right,2.21,-10.63,0.33,3.08,0.8,-0.23
right,3.08,-11.1,2.36,3.64,0.97,-0.14
right,2.43,-9.5,2.94,3.88,1.09,-0.04
right,1.71,-8.63,2.51,3.95,1.05,-0.03
right,1.63,-7.46,3.62,3.97,0.96,-0.08
right,2.56,-8.26,4.9,3.86,1.03,-0.21
right,2.43,-8.4,4.6,3.75,1.1,-0.11
right,1.81,-7.68,4.14,3.73,1.07,-0.11
right,1.96,-7.7,4.77,3.66,1.03,-0.11
right,2.04,-7.85,4.85,3.61,1.04,-0.1
right,1.6,-7.4,4.64,3.69,1.02,-0.08
right,1.61,-7.12,5.16,3.45,0.88,-0.05
right,1.52,-6.5,5.53,2.99,0.7,-0.03
right,1.7,-6.94,5.55,2.77,0.57,-0.02
right,1.99,-7.16,6.09,2.83,0.53,0.05
right,1.82,-6.84,5.95,3.07,0.58,0.08
right,1.81,-6.64,6.32,3.28,0.61,0.13
right,1.44,-6.06,6.39,3.34,0.57,0.18
right,1.25,-5.64,6.68,3.13,0.43,0.24
right,1.01,-4.87,7.11,2.88,0.3,0.27
right,0.88,-4.62,6.78,2.8,0.22,0.26
right,1.23,-4.58,7.82,2.75,0.16,0.32
right,1.0,-3.25,8.96,2.71,0.2,0.37
right,0.94,-2.66,10.04,2.46,0.23,0.36
right,0.81,-2.16,10.18,2.25,0.24,0.34
right,0.87,-2.25,10.32,2.0,0.2,0.34
right,0.79,-1.94,10.67,1.87,0.22,0.32
right,0.81,-1.78,10.52,1.72,0.23,0.29
right,1.0,-1.79,10.78,1.55,0.24,0.27
right,0.9,-1.17,10.84,1.42,0.28,0.25
right,0.5,-0.35,10.89,1.3,0.3,0.16
right,0.27,0.08,10.86,1.01,0.25,0.07
right,0.45,-0.61,9.91,0.78,0.23,-0.04
right,0.78,-1.35,9.16,0.83,0.23,-0.03
right,1.19,-1.75,9.56,0.81,0.28,-0.04
right,1.26,-2.24,8.98,0.73,0.32,-0.05
right,1.2,-2.07,8.79,0.63,0.29,-0.03
right,1.19,-2.19,8.78,0.68,0.31,-0.08
right,1.24,-2.35,8.7,0.73,0.32,-0.07
right,1.35,-2.3,8.61,0.82,0.32,-0.04
right,1.19,-2.02,8.49,0.85,0.28,-0.01
right,0.85,-1.5,8.41,0.69,0.15,0.01
right,0.57,-1.13,8.15,0.43,-0.01,-0.0
right,0.67,-1.27,8.46,0.42,-0.08,-0.0
right,0.68,-1.06,8.83,0.64,-0.01,0.0
right,0.27,-0.25,8.62,0.7,-0.03,-0.02
right,-0.02,0.29,8.41,0.69,-0.13,-0.11
right,0.94,-1.18,8.78,0.68,-0.23,-0.16
right,2.03,-2.08,10.03,0.61,-0.22,0.01
right,1.7,-1.82,9.3,0.65,-0.11,0.2
right,0.93,0.12,9.58,0.89,-0.01,0.25
right,1.04,-0.15,9.59,0.95,0.04,0.2
right,0.55,0.37,9.02,0.91,-0.01,0.19
right,0.52,0.58,9.01,0.94,-0.1,0.14
right,0.6,1.11,9.34,0.89,-0.19,0.08
right,0.92,0.85,9.44,0.87,-0.19,0.04
right,1.57,0.33,10.25,0.91,-0.13,0.09
right,1.3,1.34,10.86,0.77,-0.03,0.18
right,0.62,1.95,10.18,0.7,0.06,0.14
right,0.43,2.08,9.9,0.54,-0.02,0.13
right,0.89,1.93,10.01,0.49,-0.04,0.09
right,1.15,1.43,9.9,0.42,-0.02,0.09
right,0.8,1.87,9.53,0.34,-0.04,0.09
right,0.8,1.62,9.42,0.32,-0.04,0.04
right,0.96,1.37,9.52,0.27,-0.04,0.03
right,0.79,1.85,9.69,0.26,-0.02,0.02
right,0.89,1.71,9.84,0.18,0.01,-0.02
right,0.86,2.08,9.97,-0.03,0.0,-0.06
right,0.97,1.68,9.62,-0.18,-0.02,-0.1
right,1.25,1.1,9.62,-0.22,-0.04,-0.09
right,1.51,0.85,9.64,-0.22,-0.01,-0.1
right,1.46,0.96,9.45,-0.2,0.01,-0.08
right,1.54,0.74,9.24,-0.12,0.06,-0.11
right,1.34,0.83,8.97,-0.19,0.02,-0.1
right,1.24,0.51,8.72,-0.25,-0.03,-0.12
right,1.21,0.4,8.78,-0.2,-0.02,-0.11
right,1.08,0.65,8.9,-0.18,-0.03,-0.07
right,0.94,0.99,8.95,-0.14,-0.03,-0.06
right,0.88,1.09,8.82,-0.15,-0.05,-0.04
right,0.92,1.04,9.0,-0.2,-0.07,-0.05
right,0.85,1.11,9.11,-0.19,-0.07,-0.03
right,0.85,1.07,9.11,-0.17,-0.05,-0.03
right,0.96,1.38,9.41,-0.18,-0.07,-0.03
right,1.04,1.07,9.24,-0.19,-0.09,-0.03
right,1.28,0.89,9.59,-0.19,-0.1,-0.02
right,1.47,0.54,9.67,-0.1,-0.05,0.01
right,1.32,1.04,9.79,-0.07,-0.01,0.03
right,1.21,1.03,9.6,-0.12,-0.0,0.0
right,1.27,0.93,9.53,-0.13,-0.02,0.01
right,1.3,0.92,9.4,-0.14,-0.04,0.01
right,1.36,0.74,9.6,-0.12,-0.05,0.02
right,1.27,0.79,9.58,-0.11,-0.04,0.05
right,1.09,0.99,9.57,-0.18,-0.08,0.06
right,1.1,1.01,9.86,-0.17,-0.07,0.06
right,1.04,0.91,9.76,-0.11,-0.03,0.05
right,0.96,1.25,9.84,-0.14,-0.04,0.06
right,1.15,1.12,10.16,-0.13,-0.0,0.01
right,1.17,0.88,9.8,-0.11,0.05,-0.01
right,1.2,0.73,9.56,-0.14,0.0,-0.01
right,1.36,0.59,9.91,-0.14,-0.01,0.01
right,1.48,0.44,9.91,-0.09,0.04,0.03
right,1.33,0.57,9.62,-0.08,0.06,0.05
right,1.22,0.7,9.36,-0.11,0.04,0.06
right,1.13,0.86,9.47,-0.15,0.02,0.05
right,1.24,0.58,9.36,-0.1,0.04,0.02
right,1.3,0.45,9.31,-0.05,0.06,0.03
right,1.21,0.65,9.31,-0.05,0.06,0.04
right,1.17,0.62,9.16,-0.07,0.04,0.04
right,1.06,0.73,9.16,-0.06,0.03,0.04
right,1.06,0.77,9.18,-0.08,0.02,0.03
right,1.06,0.82,9.3,-0.12,0.01,0.03
right,1.13,0.94,9.54,-0.09,0.02,0.02
right,1.14,0.85,9.47,-0.05,0.05,0.01
right,1.19,0.7,9.34,-0.04,0.06,-0.0
right,1.15,0.72,9.27,-0.07,0.05,-0.0
right,1.19,0.6,9.31,-0.1,0.02,0.01
right,1.26,0.58,9.33,-0.1,0.01,0.02
right,1.33,0.65,9.48,-0.06,0.03,0.02
right,1.34,0.65,9.54,-0.06,0.04,0.03
right,1.33,0.53,9.49,-0.05,0.05,0.03
right,1.3,0.6,9.44,-0.07,0.04,0.05
right,1.24,0.62,9.34,-0.06,0.02,0.05
right,1.17,0.78,9.34,-0.07,0.01,0.04
right,1.15,0.88,9.44,-0.08,-0.01,0.03
right,1.14,0.69,9.42,-0.07,0.0,0.0
right,1.22,0.5,9.32,-0.03,0.01,0.0
right,1.28,0.49,9.46,0.03,0.04,0.02
right,1.23,0.52,9.31,0.07,0.05,0.03
right,1.22,0.69,9.3,0.03,0.03,0.04
right,1.2,0.75,9.33,-0.03,0.0,0.03
right,1.28,0.64,9.54,-0.06,-0.01,0.02
right,1.32,0.64,9.57,-0.06,0.0,0.02
right,1.29,0.79,9.58,-0.04,0.02,0.02
right,1.27,0.74,9.54,-0.03,0.02,0.01
right,1.36,0.57,9.51,-0.07,0.0,0.02
right,1.31,0.64,9.52,-0.1,-0.0,0.03
right,1.31,0.62,9.62,-0.12,-0.0,0.03
right,1.31,0.59,9.67,-0.09,0.03,0.02
right,1.31,0.49,9.7,-0.08,0.05,0.03
right,1.29,0.57,9.66,-0.07,0.07,0.04
right,1.14,0.61,9.34,-0.1,0.06,0.04
right,1.1,0.74,9.45,-0.17,0.01,0.03
right,1.13,0.69,9.55,-0.17,0.01,0.01
right,1.22,0.57,9.56,-0.17,0.01,0.02
right,1.2,0.72,9.62,-0.18,0.01,0.02
right,1.28,0.64,9.46,-0.24,-0.01,0.02
right,1.37,0.62,9.5,-0.31,-0.02,-0.0
right,1.5,0.33,9.62,-0.43,-0.01,-0.01
right,1.39,0.34,9.63,-0.53,-0.02,-0.01
right,1.36,0.2,9.89,-0.63,-0.07,0.01
right,1.61,0.16,10.4,-0.74,-0.05,0.01
right,1.66,-0.24,10.17,-0.8,0.02,0.03
right,1.53,-0.66,10.05,-0.9,-0.03,0.15
right,1.24,0.24,9.96,-1.12,-0.07,0.14
right,0.99,0.11,9.67,-1.39,-0.17,0.09
right,1.17,-0.14,9.9,-1.74,-0.29,0.06
right,1.28,-0.66,9.71,-2.02,-0.4,0.07
right,1.53,-1.24,9.66,-2.03,-0.41,0.05
right,2.06,-2.35,9.96,-1.79,-0.28,0.09
right,1.98,-1.98,9.8,-1.72,-0.18,0.18
right,1.58,-1.9,9.08,-2.0,-0.27,0.23
right,1.09,-1.13,9.13,-2.52,-0.5,0.26
right,0.94,-1.69,9.06,-3.1,-0.73,0.21
right,1.0,-2.26,8.97,-3.44,-0.86,0.19
right,1.38,-2.9,9.28,-3.5,-0.85,0.21
right,1.62,-3.3,9.04,-3.44,-0.75,0.25
right,1.88,-3.57,8.98,-3.4,-0.66,0.28
right,2.05,-3.93,8.57,-3.35,-0.56,0.3
right,2.09,-4.84,7.57,-3.51,-0.54,0.32
right,2.17,-5.32,6.93,-3.55,-0.57,0.35
right,2.52,-6.34,6.49,-3.28,-0.46,0.38
right,2.66,-7.13,5.71,-2.8,-0.29,0.41
right,2.57,-6.83,5.57,-2.36,-0.21,0.47
right,2.16,-6.26,5.3,-2.19,-0.24,0.45
right,1.96,-6.01,5.46,-2.39,-0.41,0.43
right,1.78,-5.74,5.57,-2.87,-0.59,0.3
right,1.81,-6.27,5.6,-3.21,-0.74,0.27
right,1.97,-6.94,4.99,-3.17,-0.7,0.13
right,2.55,-8.61,5.19,-2.73,-0.53,0.16
right,2.62,-8.13,5.81,-2.13,-0.23,0.23
right,2.27,-8.13,5.51,-1.83,-0.06,0.28
right,1.79,-6.82,5.92,-1.89,-0.09,0.27
right,1.88,-6.72,6.22,-2.41,-0.22,0.2
right,1.93,-7.11,5.87,-2.92,-0.36,0.13
right,2.47,-8.63,4.99,-3.09,-0.34,0.12
right,2.53,-9.09,3.74,-2.63,-0.24,0.06
right,2.92,-10.13,3.55,-1.99,-0.06,0.01
right,2.75,-9.36,3.18,-1.47,0.22,0.17
right,2.52,-8.89,2.92,-1.2,0.34,0.17
right,2.29,-8.81,2.76,-1.26,0.31,0.11
right,1.93,-8.41,2.67,-1.55,0.24,0.18
right,2.02,-8.42,2.59,-1.82,0.17,0.15
right,2.05,-8.38,2.32,-1.97,0.13,0.12
right,2.29,-9.29,1.69,-1.79,0.18,0.05
right,2.46,-10.18,1.27,-1.42,0.26,0.08
right,2.3,-10.13,0.84,-1.03,0.33,0.11
right,2.09,-9.65,1.15,-0.78,0.33,0.12
right,2.31,-9.48,1.92,-0.81,0.3,0.11
right,2.24,-9.37,2.07,-0.97,0.27,0.1
right,2.22,-9.46,2.46,-1.09,0.26,0.1
right,2.15,-9.73,2.39,-1.09,0.31,0.11
right,1.79,-9.73,1.65,-0.93,0.37,0.09
right,1.93,-9.84,1.65,-0.77,0.4,0.1
right,1.75,-9.43,1.17,-0.7,0.39,0.09
right,1.86,-9.27,1.48,-0.74,0.34,0.09
right,1.89,-9.15,1.47,-0.82,0.33,0.03
right,1.7,-9.26,1.13,-0.91,0.31,-0.0
right,1.54,-9.38,0.46,-0.88,0.28,-0.04
right,1.6,-9.52,0.2,-0.79,0.25,-0.06
right,1.95,-9.74,0.37,-0.63,0.26,-0.08
right,2.19,-9.98,0.58,-0.52,0.27,-0.04
right,2.14,-9.99,0.39,-0.43,0.27,0.02
right,1.97,-9.66,0.29,-0.41,0.25,0.04
right,1.9,-9.44,0.25,-0.42,0.22,-0.03
right,2.04,-9.83,0.4,-0.47,0.18,-0.02
right,2.1,-10.16,0.24,-0.44,0.18,-0.03
right,1.84,-10.15,-0.4,-0.35,0.18,-0.02
right,1.7,-10.0,-0.53,-0.2,0.13,-0.05
right,2.01,-10.06,-0.16,-0.13,0.09,-0.06
right,2.06,-9.9,-0.12,-0.14,0.08,-0.05
right,2.12,-10.13,-0.15,-0.14,0.06,-0.06
right,2.12,-10.1,0.11,-0.06,0.06,-0.04
right,2.08,-10.2,0.05,0.01,0.06,-0.01
right,1.98,-9.85,-0.01,0.07,0.04,-0.0
right,1.98,-9.72,0.35,0.07,0.03,-0.02
right,2.14,-9.77,0.7,0.02,0.03,-0.04
right,2.3,-10.16,0.71,-0.06,0.04,-0.03
right,2.15,-10.01,0.48,-0.11,0.06,-0.0
right,2.04,-10.02,0.15,-0.1,0.07,0.01
right,1.98,-9.85,-0.21,-0.12,0.04,0.01
right,2.01,-9.75,-0.32,-0.11,0.01,-0.01
right,2.11,-9.92,-0.25,-0.1,0.01,-0.0
right,1.99,-9.82,-0.34,-0.04,0.01,0.02
right,2.0,-9.87,-0.09,0.05,0.02,0.01
right,1.9,-9.66,-0.01,0.07,0.03,0.01
right,1.92,-9.72,-0.06,0.06,0.02,-0.01
right,1.97,-9.53,0.1,0.04,0.01,-0.02
right,2.11,-9.86,0.09,0.01,0.01,-0.02
right,2.11,-9.85,0.12,0.0,0.01,0.01
right,2.03,-9.66,0.12,0.02,0.02,0.01
right,1.92,-9.55,-0.01,0.01,0.01,-0.0
right,2.12,-9.55,0.19,-0.01,-0.01,-0.02
right,2.24,-9.8,0.18,-0.02,0.02,-0.02
right,2.25,-9.92,0.0,0.01,0.03,-0.01
right,2.18,-9.95,0.07,0.06,0.04,0.01
right,2.02,-9.9,0.02,0.13,0.04,0.0
right,2.02,-9.81,-0.05,0.18,0.01,0.01
right,2.15,-9.87,0.2,0.25,0.02,-0.04
right,2.46,-10.48,0.32,0.31,0.03,-0.02
right,2.23,-10.35,0.26,0.4,0.06,0.0
right,2.15,-10.41,0.23,0.56,0.09,0.01
right,2.08,-10.17,0.46,0.77,0.12,-0.01
right,1.98,-9.96,0.54,0.97,0.16,-0.07
right,2.05,-9.85,0.92,1.11,0.17,-0.14
right,2.48,-10.45,1.53,1.22,0.21,-0.13
right,2.29,-10.35,1.36,1.33,0.27,-0.1
right,2.04,-10.05,1.24,1.48,0.26,-0.08
right,1.75,-9.09,1.58,1.64,0.23,-0.11
right,1.26,-7.95,1.84,1.79,0.22,-0.27
right,2.04,-8.53,2.51,1.83,0.17,-0.45
right,4.07,-10.66,4.56,1.64,0.2,-0.23
right,3.39,-9.79,3.9,1.63,0.4,0.03
right,2.39,-9.09,2.47,1.92,0.55,0.06
right,2.32,-8.74,2.77,2.33,0.59,0.07
right,2.03,-8.36,3.05,2.46,0.64,0.04
right,2.02,-8.48,3.35,2.36,0.57,0.01
